        tBodyAcc-mean-X   tBodyAcc-mean-Y   tBodyAcc-mean-Z   tBodyAcc-std-X   tBodyAcc-std-Y   tBodyAcc-std-Z   tGravityAcc-mean-X
56          0.276526990     -1.681910e-02     -1.079831e-01    -9.967754e-01    -0.9972563600    -0.9954216400          -0.20874807
57          0.278123340     -1.714630e-02     -1.080137e-01    -9.949281e-01    -0.9983590500    -0.9920114300          -0.20871697
58          0.278006540     -1.780317e-02     -1.089649e-01    -9.944254e-01    -0.9948726300    -0.9948858200          -0.20863346
59          0.280206400     -1.839626e-02     -1.074886e-01    -9.964749e-01    -0.9940687600    -0.9918613100          -0.20856027
60          0.281827740     -1.862647e-02     -1.052782e-01    -9.962871e-01    -0.9921939400    -0.9902044800          -0.20760682
61          0.276729410     -1.720955e-02     -1.056380e-01    -9.947881e-01    -0.9910313200    -0.9931872200          -0.20636268
62          0.275883590     -1.615031e-02     -1.088292e-01    -9.955106e-01    -0.9955480400    -0.9940008000          -0.20649916
63          0.277830210     -1.768405e-02     -1.057035e-01    -9.961431e-01    -0.9959687500    -0.9948886000          -0.20702615
64          0.279371150     -1.764495e-02     -1.081811e-01    -9.952368e-01    -0.9958100900    -0.9944304500          -0.20699211
65          0.019016151     -7.037357e-03     -2.833336e-02    -6.612936e-01    -0.7133525700    -0.7011551700           0.04474389
66          0.340208500     -3.645298e-02     -1.062582e-01    -9.585965e-01    -0.9080558200    -0.9846694800          -0.04772783
67         -0.166425690     -1.193525e-01      1.330350e-01    -6.331354e-01    -0.1897750300    -0.3193362900          -0.04169984
68         -0.239102560     -9.690439e-02      1.480346e-01    -6.373253e-01    -0.1276922200    -0.2589240300          -0.18770377
69          0.346968480      6.940865e-02     -2.008255e-01    -8.039034e-01    -0.7417421900    -0.6053823400          -0.35145953
70          0.303833190      1.036482e-01     -2.453310e-01    -7.559941e-01    -0.6425706400    -0.6955007000          -0.33939193
71         -0.361205330     -2.681211e-01      1.768964e-01    -5.993918e-01     0.5325057300     0.0043240256          -0.36048000
72         -0.277066340     -6.840966e-01      3.466577e-01    -5.964105e-01     0.0246829580    -0.1604044900          -0.57349604
73          0.257476500     -4.138653e-01      1.737419e-02    -9.196661e-01     0.0752594810    -0.6307156300          -0.74182101
74          0.276839650     -2.714766e-02     -1.231748e-01    -9.773951e-01    -0.5875998800    -0.9706702800          -0.75672502
75          0.268650950      1.643015e-02     -1.037257e-01    -9.856931e-01    -0.8959054400    -0.9881950800          -0.75607738
76          0.285263290     -8.888811e-03     -1.037452e-01    -9.954946e-01    -0.9798278400    -0.9954190700          -0.75875146
77          0.283477320     -7.524458e-03     -1.092872e-01    -9.945801e-01    -0.9867637700    -0.9960933400          -0.75643925
78          0.273027120     -1.019676e-02     -1.111534e-01    -9.931253e-01    -0.9900010000    -0.9954082100          -0.75507694
79          0.282021570     -3.769622e-02     -1.348973e-01    -3.282802e-01    -0.1371533900    -0.1890859400           0.94530277
80          0.255840750     -6.455003e-02     -9.518634e-02    -2.292069e-01     0.0165060770    -0.2603108800           0.94111300
81          0.254867230      3.814723e-03     -1.236581e-01    -2.751579e-01     0.0130798710    -0.2843713100           0.94636390
82          0.343370480     -1.444622e-02     -1.673770e-01    -2.299235e-01     0.1739107700    -0.2133875100           0.95244515
83          0.276239730     -2.963841e-02     -1.426163e-01    -2.265769e-01     0.1642879200    -0.1225449600           0.94712514
84          0.255468220      2.121906e-02     -4.894943e-02    -2.245370e-01     0.0223129420    -0.1131962400           0.94574875
85          0.321139830      1.581795e-03     -4.355370e-02    -2.339557e-01     0.0347745170    -0.1619304700           0.95021213
86          0.234665900     -4.954772e-02     -1.117572e-01    -2.470866e-01     0.0551649260    -0.2085633300           0.94913033
87          0.312634040     -2.636775e-02     -1.309512e-01    -3.530986e-01    -0.0173821500    -0.1278076000           0.94691727
88          0.276915400     -3.548621e-02     -8.056918e-02    -2.629418e-01     0.1112778100    -0.2127002700           0.94686993
89          0.205307390     -8.508278e-03     -1.196470e-01    -2.607049e-01     0.0279172040    -0.2265457000           0.94541890
90          0.306995990     -1.378698e-02     -1.801620e-01    -2.390298e-01     0.0728653430    -0.2472044400           0.94193674
91          0.281513250     -4.080090e-02     -1.346750e-01    -2.009741e-01     0.1323541100    -0.2202342300           0.93746757
92          0.303885420      2.768038e-03     -3.861309e-02    -1.686563e-01     0.1903357300    -0.1404726000           0.93719527
93          0.354192900     -1.256094e-02     -5.868094e-02    -2.084246e-01     0.2347907100    -0.1592628700           0.94782306
94          0.222297850     -1.865968e-02     -1.171864e-01    -2.205443e-01     0.1698165700    -0.2123056600           0.95736507
95          0.214481250      9.938745e-03     -1.230730e-01    -2.055162e-01     0.1060062000    -0.2109244300           0.95473147
96          0.327316570     -2.225582e-02     -1.491439e-01    -2.486453e-01     0.1332291300    -0.1795469700           0.94502756
97          0.349059100     -2.200378e-02     -1.500522e-01    -3.031255e-01     0.1526068100    -0.1742977800           0.94334390
98          0.264681730     -8.591927e-03     -1.029737e-01    -3.632375e-01     0.0368672490    -0.2441589900           0.94864827
99          0.284317480     -2.720582e-02     -2.123030e-01    -1.834444e-01     0.1410758800    -0.2256894100           0.95641810
100         0.221726740     -2.437697e-02     -7.507641e-02    -1.117174e-01     0.1111302800    -0.2218325600           0.95149993
101         0.290971480     -2.781042e-02     -4.298254e-02    -1.393703e-01     0.0380380120    -0.2668405600           0.93851389
102         0.261080770     -1.563562e-02     -1.025884e-01    -1.712389e-01     0.2012360700    -0.2615887300           0.93447152
103         0.252425050      6.277345e-03     -1.251801e-01    -2.372253e-01     0.2234883800    -0.2290134300           0.93776033
104         0.358786640     -1.695451e-02     -1.547766e-01    -2.514616e-01     0.2700549900    -0.1850191700           0.93861575
105         0.256935000     -1.057740e-02     -1.054419e-01    -2.300436e-01     0.1873345500    -0.1642549100           0.94075878
106         0.298554140      7.944557e-04     -4.069567e-02    -1.981073e-01    -0.0046376926    -0.1850380900           0.95022231
107         0.308045750     -2.330046e-02     -7.970154e-02    -1.986998e-01     0.1343219900    -0.1772372300           0.95683540
108         0.203561670     -3.050523e-02     -1.370951e-01    -2.469644e-01     0.2985578300    -0.2057530200           0.95367537
109         0.280560950     -1.142465e-02     -1.561980e-01    -2.739845e-01     0.2584378800    -0.2257875400           0.95226274
110         0.332169330     -3.458583e-02     -1.592692e-01    -2.939673e-01     0.1896805400    -0.2252746300           0.94715881
111         0.287030170     -2.723993e-02     -1.175000e-01    -3.122372e-01     0.1270009600    -0.2522831000           0.94365045
112         0.301594130     -4.465300e-02     -8.151395e-02    -1.784538e-01     0.2428335600    -0.1448682400           0.94214757
113         0.246089190     -1.617542e-02     -1.118834e-01    -2.217929e-01     0.0670403670    -0.3015142600           0.93159584
114         0.292724390     -2.139838e-03     -1.403485e-01    -2.525368e-01     0.0419781260    -0.2752388900           0.94120320
115         0.331560030     -7.495015e-03     -1.317387e-01    -2.459169e-01     0.1029381600    -0.2330755900           0.94630634
116         0.202010550     -9.037945e-03     -7.909586e-02    -2.207697e-01     0.1231362400    -0.2216381200           0.94588224
117         0.303634910     -1.465677e-02     -4.261383e-02    -2.153093e-01     0.1209173100    -0.2186594000           0.94257515
118         0.359193610     -1.807972e-02     -7.234686e-02    -2.627979e-01     0.0570660650    -0.2480167800           0.94245852
119         0.224427540     -3.146435e-02     -1.272630e-01    -3.929444e-01    -0.0206784370    -0.2633855800           0.94799378
120         0.239958260     -9.710720e-03     -1.219702e-01    -3.707841e-01    -0.0720256360    -0.3016737500           0.95185590
121         0.289727470      1.534272e-02     -1.166752e-01    -3.687999e-01    -0.0833434140    -0.2633466600           0.95268931
122         0.308305370     -1.988284e-02     -1.604467e-01    -4.390001e-01     0.0033127826    -0.2085376600           0.95074425
123         0.327465430     -3.566696e-02     -1.818237e-01    -3.672203e-01     0.0344147740    -0.1940233500           0.94991264
124         0.238411020     -2.319639e-02     -1.125518e-01    -3.199367e-01     0.0273333130    -0.1819805700           0.95276814
125         0.180194300     -1.779685e-02     -3.934704e-02    -3.765434e-01     0.0235267250    -0.2470515800           0.95142625
126         0.358455320      1.797538e-02     -8.415912e-02    -1.719879e-01    -0.1883324500    -0.3995553100           0.93118552
127         0.301715120     -7.049391e-03     -9.368145e-02    -4.014287e-02    -0.1414212700    -0.3258313200           0.94706198
128         0.281551720     -1.611029e-02     -1.400925e-01    -9.466535e-02    -0.0073479870    -0.3474916700           0.95929939
129         0.273955740     -2.289929e-02     -1.272561e-01    -1.333824e-01     0.1322652100    -0.3361737000           0.95898314
130         0.299957170      1.408212e-02     -8.231040e-02     6.926842e-02     0.0578003240    -0.2350502800           0.94946250
131         0.265373790     -1.715621e-02     -1.387735e-01     1.203622e-01     0.0833436620    -0.2219836200           0.95466327
132         0.277633110     -3.726758e-02     -1.000209e-01    -2.176042e-02    -0.0321320860    -0.1965579100           0.95827116
133         0.266880160     -2.307302e-03     -6.372715e-02    -4.996636e-02    -0.2474034500    -0.2585889100           0.94976646
134         0.210700470     -5.968762e-03     -1.095915e-01    -6.421528e-02    -0.2021390400    -0.3276638200           0.95162211
135         0.285213050     -2.020246e-02     -1.102421e-02     1.229888e-01     0.0819457200     0.0499971530           0.92083549
136         0.469945800     -3.362411e-02     -1.412542e-01     1.154628e-01     0.0191133990    -0.0344713600           0.92721895
137         0.235284410     -1.457047e-02     -2.084178e-01     9.908960e-02     0.3007347000    -0.2064967000           0.93801097
138         0.166913600     -3.373288e-02     -1.333487e-01     5.291009e-02     0.2657245200    -0.2127126200           0.94298012
139         0.445620970     -1.190271e-02     -1.511691e-01     1.182094e-01    -0.0510365430    -0.1469220900           0.93458522
140         0.231799210     -7.522025e-03     -5.580101e-02     6.368904e-02    -0.0171548920    -0.2303578200           0.93800984
141         0.281349490     -7.098312e-04     -8.699900e-03     1.466405e-01    -0.1576080400    -0.2401201800           0.93926427
142         0.362482490     -3.552694e-03     -1.810446e-01     2.495492e-01    -0.2118571100    -0.1692622900           0.93532883
143         0.435036870     -6.591749e-03     -8.290993e-02     7.845129e-02    -0.0987102480    -0.2640456400           0.92422997
144         0.351198840      2.186673e-02     -1.494262e-01     7.617469e-02    -0.1004868400    -0.2980874200           0.93348850
145         0.130461180     -5.499692e-02     -1.317865e-01    -1.074969e-01     0.1065576500    -0.2275012100           0.94520270
146         0.312776290     -5.040937e-02     -4.302864e-02     2.628482e-02     0.1682778600    -0.1861995300           0.92813939
147         0.425956060      2.456000e-02     -1.509595e-01     9.923964e-02    -0.0381966320    -0.2724990500           0.90796935
148         0.267498640     -1.831948e-02     -1.690128e-01    -4.124829e-02    -0.1342125100    -0.3105354800           0.93019322
149         0.154394160      1.604517e-03     -1.054862e-02    -2.364854e-02    -0.1974880600    -0.2918007100           0.94256743
        tGravityAcc-mean-Y   tGravityAcc-mean-Z   tGravityAcc-std-X   tGravityAcc-std-Y   tGravityAcc-std-Z   tBodyAccJerk-mean-X
1            -1.408397e-01         1.153749e-01         -0.98524969        -0.981708430         -0.87762497          7.799634e-02
2            -1.415513e-01         1.093788e-01         -0.99741134        -0.989447410         -0.93163868          7.400671e-02
3            -1.420098e-01         1.018839e-01         -0.99957395        -0.992865820         -0.99291723          7.363596e-02
4            -1.439765e-01         9.985014e-02         -0.99664558        -0.981392810         -0.97847643          7.732061e-02
5            -1.487502e-01         9.448590e-02         -0.99842928        -0.988098240         -0.97874493          7.344436e-02
6            -1.482100e-01         9.190972e-02         -0.99897930        -0.986753890         -0.99730641          7.793244e-02
7            -1.442821e-01         9.314463e-02         -0.99933247        -0.988574680         -0.99201595          8.217077e-02
8            -1.467054e-01         9.170816e-02         -0.99811827        -0.972959960         -0.97656878          7.236423e-02
9            -1.543740e-01         8.511826e-02         -0.99778938        -0.975645100         -0.96896130          7.528437e-02
10           -1.563020e-01         8.087447e-02         -0.99736219        -0.990501620         -0.99674235          7.636932e-02
11           -1.523614e-01         8.125808e-02         -0.99726455        -0.986487940         -0.99469268          7.139686e-02
12           -1.500638e-01         8.293121e-02         -0.99812719        -0.994820450         -0.99230114          7.608451e-02
13           -1.523621e-01         8.315080e-02         -0.99915165        -0.987307380         -0.99361292          7.710200e-02
14           -1.541413e-01         8.181960e-02         -0.99957758        -0.994251180         -0.99511053          7.761238e-02
15           -2.926233e-01        -2.143552e-02         -0.96404530        -0.814612260         -0.86787383          6.665616e-02
16           -2.631170e-01        -3.576163e-03         -0.99509379        -0.975912530         -0.97119457          7.465931e-02
17           -2.650915e-01        -7.708992e-03         -0.99928053        -0.991979060         -0.97103653          7.671159e-02
18           -2.647182e-01        -1.155670e-02         -0.99863217        -0.992383130         -0.99072749          7.525447e-02
19           -2.630577e-01        -1.109439e-02         -0.99877540        -0.996971290         -0.99493392          7.502136e-02
20           -2.634900e-01        -1.142585e-02         -0.99874860        -0.995857470         -0.99422799          7.611338e-02
21           -2.634369e-01        -1.245868e-02         -0.99902820        -0.994644030         -0.99675098          7.534227e-02
22           -2.618964e-01        -1.201561e-02         -0.99904052        -0.994994480         -0.99536331          7.341354e-02
23           -2.624586e-01        -1.151217e-02         -0.99833263        -0.991988680         -0.99706732          7.694369e-02
24           -2.650070e-01        -1.270351e-02         -0.99849937        -0.992279990         -0.99292597          7.864269e-02
25           -2.650432e-01        -1.312642e-02         -0.99749379        -0.991455410         -0.99475932          7.492498e-02
26           -2.619432e-01        -1.118079e-02         -0.99796817        -0.988487740         -0.99047056          7.421949e-02
27           -2.604993e-01        -9.959401e-03         -0.99900508        -0.997300660         -0.99773765          7.346097e-02
28            4.247915e-02         3.330945e-01         -0.81418938        -0.254616490         -0.34244329          1.380576e-01
29            1.606750e-01         3.998217e-01         -0.96038769        -0.896112520         -0.91088155          8.954840e-02
30            1.518773e-01         3.864676e-01         -0.98263913        -0.946424260         -0.96440037          7.121544e-02
31            1.507018e-01         3.834518e-01         -0.99203824        -0.962338920         -0.96232958         -1.359132e-02
32            1.955953e-01         3.871320e-01         -0.80474333        -0.732807280         -0.84969761          5.045656e-02
33            3.140679e-01         4.397740e-01         -0.59632839        -0.534554020         -0.64299102          1.784381e-01
34            4.095027e-01         4.812985e-01         -0.90544971        -0.850462810         -0.91527246          9.899878e-02
35            4.198666e-01         4.686280e-01         -0.95196097        -0.962990350         -0.94159828          6.297549e-02
36            4.150372e-01         4.642310e-01         -0.98694934        -0.992141280         -0.98848719          7.559150e-02
37            4.164885e-01         4.649477e-01         -0.99505769        -0.996521100         -0.99381054          7.277383e-02
38            4.168573e-01         4.643957e-01         -0.99616079        -0.998370490         -0.99541260          7.621803e-02
39            1.135911e-01         3.303221e-01         -0.93882287        -0.879521950         -0.96472588          7.530159e-02
40            1.255806e-01         3.252059e-01         -0.97677857        -0.915349040         -0.99164161          8.452011e-02
41            1.400672e-01         3.244106e-01         -0.99404779        -0.988113860         -0.99610975          8.208196e-02
42            1.392361e-01         3.235796e-01         -0.99725489        -0.988462640         -0.99715923          7.268307e-02
43            1.384340e-01         3.233988e-01         -0.99760938        -0.988433770         -0.99884243          7.213025e-02
44            1.422228e-01         3.235127e-01         -0.99668022        -0.983475320         -0.99915781          7.680763e-02
45            1.425845e-01         3.219477e-01         -0.99514435        -0.987464070         -0.98865462          7.793440e-02
46            1.416296e-01         3.204761e-01         -0.99582182        -0.990355620         -0.99414395          7.154356e-02
47            1.448580e-01         3.205394e-01         -0.99771429        -0.987953190         -0.99730555          7.451566e-02
48            1.456034e-01         3.203871e-01         -0.99845510        -0.993115400         -0.99605810          7.818778e-02
49            1.457272e-01         3.216296e-01         -0.99566790        -0.990519980         -0.99017271          7.822826e-02
50            1.475858e-01         3.223358e-01         -0.99695551        -0.991507660         -0.99457185          7.364780e-02
51            1.456773e-01         3.208733e-01         -0.99508616        -0.985985120         -0.99373603          6.886822e-02
52            7.746587e-01         5.897765e-01         -0.78374234        -0.988925570         -0.89538076          2.344686e-02
53            7.739047e-01         5.851198e-01         -0.96034279        -0.988977780         -0.96530301          6.717800e-02
54            7.717121e-01         5.899473e-01         -0.98879281        -0.997568960         -0.99600941          8.249848e-02
55            7.710966e-01         5.901047e-01         -0.99593411        -0.998465050         -0.99877914          7.399550e-02
56            7.710371e-01         5.894140e-01         -0.99946399        -0.998624660         -0.99673490          7.712244e-02
57            7.712911e-01         5.893347e-01         -0.99962828        -0.999209640         -0.99716251          7.560895e-02
58            7.713511e-01         5.896349e-01         -0.99921306        -0.999418540         -0.99878350          7.565798e-02
59            7.707487e-01         5.900170e-01         -0.99834188        -0.996322700         -0.99651469          7.353179e-02
60            7.699227e-01         5.904504e-01         -0.99573115        -0.997970440         -0.99812413          7.396448e-02
61            7.692959e-01         5.913059e-01         -0.99817330        -0.997281000         -0.99339642          7.802742e-02
62            7.691518e-01         5.921432e-01         -0.99768896        -0.997314420         -0.99659670          7.921759e-02
63            7.696283e-01         5.921923e-01         -0.99886802        -0.997781620         -0.99646996          7.449279e-02
64            7.694673e-01         5.929165e-01         -0.99927400        -0.997910580         -0.99503772          7.259470e-02
65            7.584537e-01         5.049361e-01         -0.31213364        -0.771391910         -0.62099753          3.348178e-01
66            7.686691e-01         5.409882e-01         -0.90640588        -0.914999990         -0.98786371          7.109804e-02
67            7.555415e-01         5.474254e-01         -0.85563269        -0.963547520         -0.89836031         -4.350741e-02
68            7.026221e-01         6.372279e-01         -0.33694561        -0.685598200         -0.39074878          1.131427e-01
69            6.551857e-01         7.311098e-01         -0.70640252        -0.835102490         -0.70659949          2.088754e-01
70            6.970974e-01         7.020912e-01         -0.78654516        -0.784291510         -0.68993069         -4.877732e-02
71            7.164372e-01         6.629796e-01         -0.57217277        -0.724666540         -0.78630016          2.062422e-02
72            5.251047e-01         7.797633e-01         -0.24241051         0.069459782         -0.14768193          1.706112e-01
73            1.601406e-01         9.495433e-01         -0.83322417         0.136966740         -0.51782593          1.116126e-01
74           -5.899586e-02         9.993499e-01         -0.97380343        -0.690358840         -0.95687927          6.719499e-02
75           -6.842049e-02         9.942967e-01         -0.98349779        -0.877562220         -0.98545848          7.741743e-02
76           -4.599824e-02         9.957729e-01         -0.99413600        -0.978315780         -0.98857181          8.089920e-02
77           -4.004269e-02         9.973219e-01         -0.99194049        -0.979343510         -0.99830591          6.727912e-02
78           -3.458935e-02         9.968354e-01         -0.99720491        -0.987643160         -0.99608329          7.190168e-02
79           -2.459414e-01        -3.216478e-02         -0.98404763        -0.928928050         -0.93255981         -1.564857e-01
80           -2.520352e-01        -3.288345e-02         -0.98396245        -0.917499330         -0.94907823         -2.075541e-01
81           -2.642781e-01        -2.557507e-02         -0.96281006        -0.956130910         -0.97190922          2.016045e-01
82           -2.598379e-01        -2.613106e-02         -0.98110011        -0.964398940         -0.96430389          3.360845e-01
83           -2.571003e-01        -2.842261e-02         -0.97692745        -0.988595970         -0.96044470         -2.356234e-01
84           -2.547778e-01        -2.652145e-02         -0.98531496        -0.980194540         -0.96626457          1.159299e-01
85           -2.448298e-01        -2.362791e-02         -0.98994516        -0.954397110         -0.97017613          3.048332e-01
86           -2.369051e-01        -2.220113e-02         -0.98032152        -0.983918500         -0.96877668         -2.091684e-01
87           -2.620556e-01        -2.023580e-02         -0.98506420        -0.946524310         -0.83709377         -9.439467e-02
88           -2.558006e-01        -3.562796e-02         -0.99082894        -0.982452090         -0.91471331         -1.740537e-01
89           -2.546681e-01        -3.205750e-02         -0.98898889        -0.990000790         -0.92855391          3.143290e-01
90           -2.557594e-01        -2.683292e-02         -0.98783704        -0.993833000         -0.95108339          4.670704e-01
91           -2.584000e-01        -3.486706e-02         -0.98403915        -0.979226400         -0.95247094         -2.333256e-01
92           -2.662121e-01        -3.442325e-02         -0.98228157        -0.970787680         -0.96034794          1.903296e-02
93           -2.653990e-01        -3.058594e-02         -0.95867188        -0.962683200         -0.97325368          1.651167e-01
94           -2.585116e-01        -3.063322e-02         -0.98071351        -0.976325520         -0.97308252         -2.416108e-01
95           -2.542127e-01        -2.761842e-02         -0.97754308        -0.979781060         -0.96895106          4.079873e-01
96           -2.514783e-01        -2.424599e-02         -0.97322211        -0.988669290         -0.97396777          3.986239e-01
97           -2.440032e-01        -2.072437e-02         -0.98064628        -0.954268230         -0.96146553         -1.685549e-01
98           -2.343822e-01        -1.860258e-02         -0.98879596        -0.975593390         -0.96771701         -3.439853e-01
99           -2.600031e-01        -1.416047e-02         -0.98434504        -0.985811600         -0.82785828         -1.907611e-01
100          -2.635625e-01        -3.935712e-02         -0.96013205        -0.978614000         -0.94509954          3.393576e-01
101          -2.684192e-01        -3.633904e-02         -0.95545869        -0.979997160         -0.94824063          2.117157e-01
102          -2.693650e-01        -3.065686e-02         -0.98113071        -0.988947790         -0.97711602         -1.904378e-01
103          -2.688286e-01        -2.931498e-02         -0.98081539        -0.992800210         -0.97654025          1.884084e-01
104          -2.682846e-01        -2.678301e-02         -0.98145764        -0.982004610         -0.97335330         -8.428337e-02
105          -2.588639e-01        -2.292833e-02         -0.97962201        -0.951568880         -0.96271573          1.078286e-02
106          -2.490710e-01        -1.848941e-02         -0.95948037        -0.984069720         -0.96468427          4.177467e-01
107          -2.456630e-01        -1.971588e-02         -0.99038534        -0.984976050         -0.96773304         -3.779975e-03
108          -2.425542e-01        -2.302608e-02         -0.98892596        -0.979379720         -0.97690052         -7.518425e-02
109          -2.517569e-01        -2.711614e-02         -0.98890675        -0.940581260         -0.95996311          2.147352e-01
110          -2.644091e-01        -3.554476e-02         -0.97333572        -0.980343530         -0.95348910          2.586503e-01
